Date,001M,002M,003M,006M,009M,012M,018M,024M,036M,048M,060M,084M,120M,180M,240M,300M,360M
20120717,0.057160906,0.076861551,0.09508658,0.142019511,0.158508928,0.174373978,0.208728307,0.244073963,0.334946032,0.471337478,0.633303489,0.997916724,1.537881473,2.02879943,2.325780975,2.513997702,2.624710292
20120718,0.069129225,0.078133574,0.090441132,0.139814799,0.150377383,0.163940064,0.195145686,0.228723384,0.308394267,0.448897549,0.614693999,0.980107696,1.525226258,2.019307559,2.318180344,2.507489307,2.619329236
20120719,0.056516639,0.066942901,0.083881859,0.139238374,0.152632449,0.164902099,0.189613125,0.220089337,0.297701083,0.447196599,0.620107161,0.991685789,1.538956607,2.034752016,2.333629989,2.522422218,2.634246597
20120720,0.073215714,0.08370393,0.094808092,0.144333454,0.151013269,0.159001525,0.179340564,0.207775167,0.285549022,0.425884876,0.588177376,0.945251895,1.491495809,1.979336218,2.273235785,2.458861257,2.568760093
20120723,0.056510512,0.081499849,0.098182126,0.137783487,0.147621371,0.159097346,0.186776978,0.215415339,0.28041618,0.412298814,0.57002888,0.924900007,1.46088675,1.943207853,2.233380638,2.416429791,2.525191018
20120724,0.076253975,0.086727317,0.100227691,0.142080829,0.156524102,0.169377488,0.194687572,0.219283885,0.281675124,0.404775948,0.555478477,0.895201187,1.422179759,1.900291048,2.189876782,2.373814368,2.481921779
20120725,0.07995369,0.089125578,0.100675871,0.143999171,0.157700037,0.170636069,0.191404666,0.216155528,0.286831065,0.411997352,0.563910431,0.907155337,1.432153228,1.905946274,2.192243696,2.373913405,2.481272478
20120726,0.077961804,0.093847975,0.109362688,0.143151442,0.15825392,0.172082971,0.198752566,0.229654876,0.305251055,0.433099172,0.589406057,0.953225587,1.4717869,1.946647678,2.236299695,2.420253957,2.528836504
20120727,0.076222432,0.098373687,0.109929447,0.144385348,0.157846275,0.172331691,0.202932604,0.240060152,0.338889944,0.483037823,0.651830534,1.039960304,1.581434922,2.066445035,2.356935155,2.539862748,2.647954939
20120730,0.062439373,0.088130849,0.103864761,0.143188034,0.157772496,0.171406368,0.194764139,0.224854761,0.31237381,0.447892225,0.611385735,0.994941486,1.537892509,2.024699028,2.314002921,2.495547827,2.603347504
20120731,0.066752822,0.082330304,0.100775383,0.13683863,0.149037997,0.161300969,0.186557259,0.213399492,0.286970156,0.417392283,0.581851678,0.967986742,1.50407759,1.98906244,2.279354673,2.46278204,2.5704678
20120801,0.072982651,0.080869027,0.096119754,0.143905956,0.150706574,0.161603377,0.193622164,0.230587291,0.31939534,0.463133014,0.636302832,1.030495307,1.558675715,2.038937267,2.328382746,2.511511883,2.619295762
20120802,0.040649707,0.06839537,0.094806532,0.138045659,0.148993815,0.16300457,0.192512275,0.226383467,0.305485809,0.445678463,0.613026704,0.989188022,1.51404463,1.994460356,2.285060675,2.468940373,2.577305327
20120803,0.028231485,0.066336245,0.08545199,0.139473047,0.150159725,0.163470198,0.200239981,0.240974486,0.336804538,0.490618753,0.668207332,1.062800233,1.600148707,2.082601832,2.372517633,2.555200998,2.662742567
20120806,0.040856942,0.066516585,0.084154441,0.13838709,0.152501225,0.167931164,0.204322777,0.243273348,0.334247548,0.480297534,0.655242527,1.058818749,1.603510364,2.092146218,2.38283984,2.565097783,2.672886277
20120807,0.068356181,0.085780689,0.100775383,0.136567053,0.157017062,0.178961322,0.223586628,0.267763829,0.374293943,0.526877828,0.708583506,1.119559619,1.66340418,2.153384653,2.445379685,2.629186891,2.736658053
20120808,0.096865975,0.101422116,0.111454653,0.143964079,0.158497725,0.179295086,0.227676138,0.27759304,0.382715,0.543750616,0.730013531,1.138755856,1.684024314,2.176223097,2.470782146,2.656272021,2.765057201
20120809,0.099241934,0.106933057,0.121828718,0.148368515,0.164022293,0.185974282,0.229537558,0.277333402,0.380044333,0.545054704,0.733881822,1.143539815,1.6829832,2.173669502,2.47128978,2.659457816,2.770007046
20120810,0.096348798,0.104959158,0.109998202,0.139259451,0.155667565,0.175902873,0.220081004,0.266022478,0.366356138,0.529010543,0.714351421,1.120254059,1.657151294,2.144965257,2.444672632,2.63532253,2.750654698
20120813,0.098223382,0.097258643,0.102982954,0.138283587,0.15831292,0.18046527,0.225326931,0.270358257,0.367015416,0.527785476,0.714182406,1.127860323,1.663815235,2.151674789,2.449117639,2.637595083,2.752144553
20120814,0.102044508,0.101007091,0.111114191,0.147375624,0.164844511,0.185808694,0.234108501,0.281287121,0.392680343,0.561748015,0.758498764,1.189135585,1.735324455,2.229487601,2.528254439,2.717635471,2.831691537
20120815,0.109888276,0.085917194,0.085726743,0.145554099,0.163401174,0.186682616,0.238790652,0.293873118,0.418679564,0.601830557,0.809401178,1.255348144,1.810949218,2.309078885,2.608192901,2.797072242,2.911359213
20120816,0.09675769,0.082286255,0.089225222,0.14477326,0.163312422,0.188860391,0.242687078,0.299755729,0.423703773,0.613268004,0.826444177,1.281519149,1.829872063,2.329962538,2.633944981,2.826245626,2.942400864
20120817,0.097502326,0.071569075,0.074618696,0.145417929,0.166026149,0.188833372,0.240172802,0.294383592,0.415004562,0.599480559,0.80718391,1.258133086,1.809201274,2.307757739,2.612473516,2.805425763,2.921648294
20120820,0.091831391,0.086622712,0.093205137,0.138714948,0.162668302,0.188177913,0.238349167,0.290665379,0.407690776,0.590577249,0.798907542,1.254137472,1.803744372,2.30200034,2.604231277,2.794907786,2.910295752
20120821,0.100815716,0.096962999,0.107084215,0.142254039,0.163645967,0.188524494,0.243005475,0.295214972,0.412532111,0.591831255,0.799562628,1.250116562,1.796652201,2.29093289,2.58962054,2.778725279,2.89219953
20120822,0.106609815,0.101657007,0.10594472,0.133782158,0.15917823,0.186023408,0.226364984,0.26717144,0.36175427,0.516615659,0.706184815,1.143230548,1.693425024,2.191661369,2.494327621,2.686345687,2.802060123
20120823,0.102984013,0.097516273,0.103837084,0.133056449,0.156467419,0.182667563,0.224330887,0.266930768,0.358895393,0.518123086,0.708238321,1.1363452,1.680498173,2.177631425,2.481238481,2.673921984,2.790133194
20120824,0.104508864,0.098024478,0.09908261,0.134484308,0.159090712,0.182998725,0.23082145,0.275999634,0.370953859,0.53322814,0.722397329,1.143326281,1.691523256,2.187107366,2.490544033,2.683054867,2.798865766
20120827,0.101720871,0.093504598,0.097618789,0.138319977,0.156279506,0.177099015,0.226767724,0.272021422,0.360676726,0.515529419,0.699200917,1.113474872,1.656160204,2.150604243,2.452882246,2.644389187,2.759994181
20120828,0.108459429,0.0954666,0.100775383,0.141988726,0.158237175,0.176811479,0.226701244,0.272082378,0.362117083,0.511317964,0.691079566,1.097254525,1.63873952,2.134365336,2.43848345,2.631760244,2.747382121
20120829,0.126352931,0.103161392,0.101092444,0.14142669,0.158366025,0.176511728,0.223564086,0.270954754,0.364195352,0.512700162,0.693169116,1.106975899,1.655282142,2.152824535,2.456391391,2.64883399,2.764751037
20120830,0.121587462,0.102253642,0.101074303,0.136284048,0.154011898,0.173098652,0.21297392,0.254821175,0.342268735,0.485759564,0.662665211,1.082155454,1.628693593,2.128688468,2.434621726,2.628477546,2.745413525
20120831,0.094229381,0.076591982,0.07971776,0.132379443,0.150249063,0.163768662,0.190393885,0.222192978,0.296368035,0.427605091,0.593852674,0.997121112,1.560393925,2.066441763,2.37007773,2.561094517,2.676858753
20120903,0.084669122,0.072238021,0.077251749,0.130221781,0.148530943,0.162458318,0.189926128,0.222194863,0.296367831,0.427605041,0.59385278,0.997121125,1.560394064,2.066441991,2.370077854,2.561094559,2.676859628
20120904,0.100323155,0.087883729,0.092663238,0.135299672,0.149483752,0.162764725,0.195382153,0.232210311,0.312097189,0.446301098,0.617316818,1.028524558,1.582985519,2.0825475,2.382604429,2.572523406,2.686112195
20120905,0.11762487,0.102657893,0.105381084,0.133849332,0.148500264,0.163077684,0.19822559,0.237363053,0.314590727,0.450458771,0.625827814,1.047408542,1.605786898,2.10737543,2.407221802,2.596643085,2.710491398
20120906,0.109622981,0.101786979,0.105676728,0.134062025,0.154423633,0.175558934,0.215682772,0.260943002,0.352447537,0.498428935,0.682092152,1.121191925,1.685996109,2.191929819,2.493087157,2.682754241,2.796736302
20120907,0.100646544,0.108600645,0.109033597,0.137190583,0.152965913,0.170397699,0.21107159,0.252957852,0.333768765,0.472550569,0.651333095,1.091195952,1.679046635,2.199489512,2.509600647,2.704295853,2.821308311
20120910,0.089605865,0.102848413,0.10685813,0.129832579,0.146613028,0.164664009,0.206444166,0.249239026,0.331459836,0.467809982,0.644583392,1.082555117,1.665262336,2.184680421,2.493439868,2.686916884,2.803589508
20120911,0.093360061,0.096274333,0.099925609,0.1290334,0.146856781,0.164899866,0.206689666,0.249438349,0.33371809,0.481259516,0.67089502,1.122377375,1.709983439,2.231316815,2.539134071,2.732312406,2.84779298
20120912,0.104373022,0.100659397,0.105381084,0.128781247,0.14680257,0.164922226,0.203213453,0.246954131,0.33422368,0.49714036,0.698891736,1.16466994,1.765828699,2.294017955,2.603549838,2.797019838,2.913263724
20120913,0.095840907,0.096459329,0.100430375,0.11634542,0.139117675,0.161586607,0.197961031,0.238417996,0.318463096,0.463873744,0.651377276,1.109749427,1.733137023,2.2813367,2.601991003,2.801812002,2.921948725
20120914,0.090047527,0.100587897,0.10360772,0.127040075,0.150350579,0.172328767,0.210440005,0.255051342,0.354347916,0.518372483,0.725581017,1.230431824,1.874456648,2.429365819,2.750926476,2.950050432,3.069526639
20120917,0.049348432,0.08237484,0.097167181,0.125135792,0.153220103,0.176925212,0.214826275,0.259347421,0.360104648,0.524744213,0.729792258,1.221678528,1.850174834,2.394677573,2.70910492,2.903525614,3.020770663
20120918,0.057189897,0.083489574,0.099836031,0.128758574,0.15456615,0.177069658,0.216268531,0.259221557,0.351435571,0.509010515,0.71103421,1.194433152,1.81766366,2.361598535,2.677577579,2.874259343,2.991563275
20120919,0.083990289,0.09755378,0.110523037,0.133802241,0.158432332,0.180916424,0.220639032,0.264593762,0.353742735,0.502622168,0.695255983,1.164839366,1.782646641,2.321921606,2.636276087,2.83218969,2.949575129
20120920,0.07135421,0.09448299,0.110933337,0.139124489,0.161047888,0.182577901,0.220000221,0.2644748,0.35881445,0.509565515,0.700489216,1.162846284,1.775471979,2.311288367,2.623334728,2.817532577,2.93420507
20120921,0.058018365,0.095682558,0.109677456,0.142451979,0.159730634,0.177686686,0.220121433,0.264188712,0.349513337,0.497762181,0.685460287,1.139669911,1.767760816,2.308207722,2.621975821,2.816790848,2.933675385
20120924,0.020292941,0.077958944,0.105028057,0.140121331,0.15546123,0.171874995,0.218594615,0.264261097,0.344501959,0.485392014,0.665276116,1.103005665,1.72528466,2.264785768,2.577672574,2.77172137,2.888541641
20120925,0.027077642,0.081392472,0.110018521,0.138852822,0.15470175,0.17216998,0.22194425,0.268391128,0.346105757,0.482212559,0.657225106,1.075455935,1.682749415,2.215866228,2.528553896,2.724174017,2.840565781
20120926,0.057592599,0.085688388,0.105381084,0.128772025,0.14777361,0.167279978,0.212935687,0.259206497,0.337576241,0.458408626,0.620245957,1.027291335,1.627918156,2.155832157,2.466912323,2.661894148,2.778427454
20120927,0.049536736,0.07247733,0.090461779,0.128999818,0.145733875,0.163630087,0.205618622,0.251264772,0.335027942,0.46939651,0.64096753,1.062509157,1.671974493,2.207358502,2.521529233,2.717711667,2.835163752
20120928,0.07017464,0.089582057,0.101433904,0.132013229,0.144247154,0.158296105,0.194107988,0.232563899,0.312306178,0.450728972,0.62545995,1.049739044,1.65475366,2.188794176,2.504766149,2.702421603,2.820298068
20121001,0.055315162,0.073488034,0.088560904,0.130952127,0.143503852,0.157747371,0.196999702,0.236663347,0.312544737,0.44730261,0.620380509,1.045735055,1.645939746,2.181876065,2.499662175,2.698305089,2.816972254
20121002,0.08352467,0.080297251,0.090437109,0.134548163,0.145384467,0.157821817,0.196914988,0.236846993,0.314037381,0.443648412,0.614584311,1.037158375,1.640658338,2.178502393,2.496364899,2.695649485,2.813663506
20121003,0.095177269,0.085612203,0.090861922,0.134799126,0.146261564,0.157900161,0.194842634,0.23410172,0.308301067,0.433872094,0.600866979,1.019443596,1.636429666,2.179999081,2.498554145,2.697605183,2.816201684
20121004,0.108243829,0.10221342,0.109651339,0.140096088,0.150013825,0.164671736,0.204996174,0.245682326,0.324404513,0.457627512,0.633100053,1.072519081,1.693869978,2.242497165,2.563552354,2.763574263,2.882876278
20121005,0.118854508,0.104598285,0.106507076,0.143381612,0.155141406,0.171206588,0.216264274,0.262008868,0.350637342,0.494362958,0.679353344,1.137612532,1.764685361,2.316601024,2.639910928,2.840395414,2.960066931
20121008,0.107023332,0.098893126,0.103219671,0.141059023,0.153366746,0.169862772,0.215811345,0.262016232,0.350636877,0.494362677,0.679353215,1.137612271,1.764685327,2.316601159,2.639910987,2.840395407,2.960069316
20121009,0.115778015,0.097285703,0.103684401,0.14127672,0.153476297,0.170094336,0.216075053,0.262264751,0.35277083,0.487102294,0.664556342,1.110531345,1.735570511,2.282914747,2.601647535,2.800159449,2.917390793
20121010,0.112420769,0.096069306,0.101215358,0.14498002,0.158906715,0.175323613,0.220321623,0.266044443,0.34460159,0.479554824,0.653792692,1.078773216,1.697140462,2.240605819,2.557874734,2.755776923,2.873297305
20121011,0.130755564,0.10365721,0.104504686,0.145267883,0.162519356,0.182886301,0.225147573,0.267694039,0.34714821,0.486801149,0.663914803,1.091463447,1.692858976,2.22461044,2.536260208,2.730949283,2.846639318
20121012,0.129528674,0.106704602,0.105299272,0.152823244,0.16613988,0.181981865,0.222948123,0.265283614,0.348131559,0.490602448,0.666435525,1.085618263,1.681940022,2.207374726,2.518627462,2.713331395,2.828815516
20121015,0.101363822,0.091785355,0.099033501,0.151380497,0.161508073,0.176091254,0.219640375,0.26352664,0.345943404,0.488674662,0.666171252,1.090876827,1.688372061,2.217833302,2.5302894,2.725179143,2.841124408
20121016,0.105278066,0.085041285,0.090437109,0.150308546,0.161614854,0.176698329,0.224177944,0.272125293,0.363566512,0.511813679,0.699076279,1.144838646,1.741977831,2.275768872,2.592545835,2.791087301,2.907738306
20121017,0.132174657,0.111309068,0.111493959,0.15516195,0.168857578,0.186055177,0.243146894,0.302847716,0.410918971,0.581692598,0.784966747,1.243164236,1.83902177,2.367974528,2.680328612,2.875551367,2.990825785
20121018,0.117568955,0.099968717,0.106447654,0.15036582,0.163607804,0.182841019,0.245937704,0.306588227,0.413341246,0.588483977,0.795391615,1.260002878,1.854838777,2.383911802,2.69584704,2.890379804,3.005511981
20121019,0.117135026,0.09934071,0.099862739,0.142580032,0.157721206,0.178059841,0.242130565,0.302775201,0.40693234,0.568213101,0.759259488,1.199065808,1.788557728,2.309157039,2.618251392,2.811481814,2.925594615
20121022,0.097139519,0.091888883,0.098401643,0.141402068,0.159342541,0.182638747,0.25132726,0.31566537,0.426172436,0.598360708,0.799562984,1.25340882,1.836475865,2.353200381,2.657954146,2.847748327,2.960316842
20121023,0.095972681,0.094409999,0.10594472,0.150280894,0.164697281,0.18255304,0.238274118,0.295445059,0.407045266,0.571282773,0.765960773,1.202518203,1.78144865,2.29412145,2.596048001,2.784986774,2.896098296
20121024,0.137691879,0.115306951,0.111424889,0.150070855,0.164786267,0.182691141,0.232304404,0.289355565,0.406881682,0.572309154,0.770204958,1.222145989,1.812924074,2.332695503,2.637559733,2.82784531,2.940267947
20121025,0.133837648,0.117544661,0.120020021,0.150314416,0.163546572,0.184892732,0.245472698,0.310458571,0.441413352,0.616788958,0.81887292,1.273844066,1.846087825,2.358717278,2.663338502,2.85394161,2.966398746
20121026,0.13712864,0.12554988,0.123566013,0.154076419,0.163380479,0.180525641,0.238004828,0.29791371,0.410507852,0.57177764,0.759463322,1.189483392,1.77278582,2.289221143,2.594393208,2.784932889,2.89736206
20121029,0.125462127,0.116059988,0.120465164,0.1618353,0.162666143,0.173941031,0.230351563,0.290601124,0.403015957,0.556585441,0.738815342,1.167554857,1.746848612,2.265416983,2.572257433,2.763676072,2.876872953
20121031,0.096852317,0.101392688,0.111606051,0.154084509,0.161085154,0.173999825,0.226843907,0.284971803,0.388755964,0.540399737,0.7228116,1.143849601,1.719636053,2.237831326,2.546379299,2.740006544,2.853735453
20121101,0.047315849,0.073603687,0.100482001,0.149250184,0.159694815,0.1758504,0.22711478,0.284645042,0.391430239,0.549893858,0.739223897,1.176182777,1.753283861,2.274795412,2.585399701,2.779922844,2.894307073
20121102,0.058922898,0.085102001,0.101103248,0.152873991,0.164695155,0.181207298,0.231383311,0.284887747,0.387266713,0.538812328,0.722780727,1.159770881,1.747180321,2.273163319,2.587589924,2.784456469,2.899826681
20121105,0.069052727,0.082601382,0.096684169,0.145377916,0.162095796,0.18036979,0.226653368,0.277277446,0.379572822,0.52630297,0.704819352,1.130446369,1.71711365,2.245045504,2.559340843,2.755648409,2.871113529
20121106,0.073903614,0.081687156,0.095606179,0.148995429,0.166339339,0.186644047,0.245437391,0.305479981,0.41697437,0.572219598,0.759457456,1.190650077,1.781402351,2.304505033,2.610654185,2.80163023,2.913367001
20121107,0.127255994,0.102893348,0.101100093,0.13884982,0.156507751,0.175900106,0.224591824,0.274942392,0.361793825,0.505389851,0.681912906,1.094770895,1.680701806,2.205185495,2.516416422,2.711476788,2.825809413
20121108,0.135152844,0.097914087,0.093991721,0.139124489,0.157617577,0.177767855,0.218379079,0.262435103,0.341121423,0.475580876,0.642506517,1.040680273,1.611091864,2.128012049,2.440141585,2.637033954,2.752661092
20121109,0.138081553,0.104541157,0.101442191,0.147771321,0.165411376,0.182760097,0.221126041,0.262802463,0.345833009,0.481442869,0.647440967,1.041910248,1.606859054,2.117352852,2.426639189,2.622094005,2.740879812
20121112,0.124109739,0.098555587,0.098351533,0.145365365,0.163534988,0.181337338,0.220656343,0.262812929,0.345796697,0.481425177,0.647441592,1.041910747,1.606847544,2.117339281,2.426629224,2.622087328,2.740874738
20121113,0.126825236,0.093895096,0.093571031,0.140705163,0.16252126,0.181366011,0.216568031,0.254845666,0.33455626,0.46534984,0.632076529,1.033294255,1.595376708,2.104068386,2.4122422,2.607857143,2.725695708
20121114,0.131756643,0.106460623,0.106305444,0.143930394,0.160043682,0.176047189,0.211652683,0.252203197,0.331832255,0.464223017,0.630887272,1.029150396,1.592872072,2.103019239,2.412882377,2.609602803,2.728629231
20121115,0.129283375,0.088475758,0.084961058,0.134062025,0.157697188,0.177368322,0.20965998,0.247846217,0.328875962,0.463332284,0.631384545,1.033757471,1.59487974,2.10525249,2.415792165,2.612759094,2.732098265
20121116,0.127119432,0.090600101,0.083901249,0.132456679,0.154023899,0.172454621,0.206576066,0.243709082,0.321838028,0.452889664,0.61756264,1.017298406,1.585148121,2.098714813,2.413255716,2.612914975,2.733422808
20121119,0.094505601,0.07971065,0.083356969,0.135348111,0.154983151,0.171724185,0.207988716,0.248233566,0.332681925,0.471664714,0.64291206,1.049868249,1.616885447,2.13136217,2.444505002,2.642533756,2.762471341
20121120,0.111270236,0.078009669,0.074930701,0.139587683,0.15719366,0.172034194,0.215191556,0.260836071,0.350183938,0.495613876,0.675683415,1.094169122,1.667801117,2.185948245,2.499288999,2.697705206,2.816801728
20121121,0.171414478,0.113891349,0.099806995,0.139889444,0.15894451,0.179850909,0.228442047,0.278206152,0.365290895,0.512814747,0.693455549,1.108510346,1.681855011,2.195838126,2.504358216,2.698925112,2.816700816
20121122,0.165827407,0.111528382,0.098793177,0.139124489,0.158331153,0.179372422,0.228281497,0.278213599,0.365290922,0.512814805,0.693455636,1.108510475,1.68185499,2.195838088,2.504358182,2.698925088,2.816700908
20121123,0.163554717,0.107838436,0.093878957,0.138599344,0.158158684,0.179715551,0.229846148,0.278640148,0.372389409,0.522311267,0.703165505,1.121932597,1.694557199,2.204742177,2.512903472,2.707680462,2.824771896
20121126,0.151528103,0.105954747,0.097640663,0.141229071,0.15564207,0.173746283,0.225025332,0.275095743,0.361295072,0.504915742,0.681739946,1.099289068,1.667529495,2.178493729,2.487056041,2.68158026,2.799432771
20121127,0.149697503,0.100079418,0.087852624,0.138475725,0.156275831,0.174553843,0.221548059,0.268442867,0.354857696,0.489421349,0.661048699,1.073019509,1.642290412,2.156680263,2.467880375,2.665019371,2.783094045
20121128,0.176198738,0.114581244,0.09561723,0.138834124,0.156701825,0.173873232,0.218118889,0.263904698,0.343690474,0.474920207,0.645488315,1.058871589,1.634422983,2.155956669,2.473581811,2.674993014,2.795856778
20121129,0.154917014,0.100525118,0.085288157,0.134062025,0.155866213,0.175403173,0.213611752,0.255873065,0.337962606,0.463164874,0.627366831,1.042974172,1.621607832,2.147819509,2.468448095,2.67147097,2.793472636
20121130,0.116599228,0.086047864,0.083123402,0.132498085,0.156711098,0.175487826,0.210998465,0.248109401,0.328117067,0.454827472,0.620322142,1.039839925,1.624832008,2.155530555,2.478891132,2.683354295,2.805910813
20121203,0.114536945,0.083005504,0.080455645,0.131386491,0.155546007,0.174933035,0.213562331,0.252246788,0.331063574,0.459424592,0.626315788,1.044984471,1.629813948,2.15806592,2.475876895,2.675817038,2.796393653
20121204,0.130865722,0.102503177,0.098527257,0.140285962,0.15897614,0.174446142,0.207784659,0.2445846,0.327346764,0.456242717,0.623633329,1.034073907,1.611959409,2.137332687,2.454920515,2.655895875,2.775874681
20121205,0.070319117,0.082344186,0.09361489,0.134799126,0.153708618,0.169651758,0.204665526,0.241813275,0.316056107,0.442011277,0.606669291,1.011735204,1.597551696,2.129287272,2.451072966,2.654623331,2.776544625
20121206,0.068203752,0.082845534,0.094069372,0.135091751,0.159080328,0.176259989,0.2080899,0.24144913,0.315677929,0.44150399,0.605574601,1.011856423,1.596268633,2.127542699,2.448634685,2.651388651,2.773117841
20121207,0.063524796,0.077629483,0.088787942,0.132458271,0.157891385,0.176599197,0.206913497,0.241605154,0.324830916,0.457144127,0.625549408,1.039267697,1.633859295,2.165418272,2.485306738,2.686730818,2.807503672
20121210,0.054348464,0.067993385,0.081081759,0.131304217,0.153509559,0.17056811,0.201907342,0.237865866,0.322485199,0.454703365,0.623641389,1.039813308,1.628407439,2.157983459,2.475826512,2.675566459,2.795747328
20121211,0.042565333,0.053328482,0.067444056,0.124535082,0.140604542,0.156104552,0.198770854,0.242175139,0.329676095,0.465675383,0.641866858,1.070362968,1.664664485,2.19785245,2.516341654,2.716868889,2.836434568
20121212,0.037522327,0.049943408,0.063011964,0.114440446,0.136708343,0.155448213,0.201291061,0.247553637,0.331430373,0.475559116,0.66025128,1.107938058,1.707633513,2.243140773,2.562208692,2.76271978,2.882761171
20121213,0.025842873,0.040589789,0.053385325,0.099507982,0.124623453,0.14696128,0.202666824,0.25573795,0.352262187,0.510299947,0.704103086,1.158992301,1.738734626,2.263702975,2.579542027,2.778381395,2.89743142
20121214,0.010438851,0.017919795,0.031745528,0.096560692,0.11446574,0.131789274,0.186450732,0.239826328,0.335953329,0.503128664,0.698740976,1.135605422,1.713824909,2.231761005,2.544186867,2.740979887,2.858627064
20121217,0.004530077,0.011643562,0.025658807,0.090954415,0.114295054,0.136673051,0.197781979,0.256579298,0.362768941,0.538868585,0.743663099,1.198960456,1.781547561,2.305762971,2.62013169,2.817262769,2.935400389
20121218,0.017915026,0.035067222,0.052141051,0.109065928,0.134407574,0.157276839,0.213398207,0.271519338,0.388577329,0.564683309,0.773394817,1.236950281,1.825139807,2.353330254,2.668779274,2.866997905,2.984634154
20121219,0.027947936,0.039526087,0.052841719,0.104262659,0.129116532,0.152506238,0.209259903,0.269887181,0.388297973,0.555621488,0.756600218,1.223710485,1.810334081,2.338602898,2.655757791,2.855302954,2.974099334
20121220,0.0122858,0.035581229,0.053385325,0.104600307,0.127428719,0.149051874,0.206217371,0.265746909,0.385473555,0.55842196,0.762254874,1.23007599,1.805638962,2.332210456,2.649736459,2.849511585,2.968570874
20121221,0.020300571,0.045974176,0.062895032,0.111797604,0.129661123,0.149164319,0.204408899,0.263305073,0.381780633,0.555571993,0.754878912,1.203800674,1.776741853,2.294001946,2.607427986,2.804802828,2.922256404
20121224,0.025352141,0.041304051,0.057083545,0.109260799,0.126834428,0.146869289,0.204244118,0.26463567,0.385860276,0.562896928,0.765944511,1.212784994,1.787416468,2.306369657,2.617469562,2.81324367,2.929203394
20121225,0.024447029,0.040593888,0.056463649,0.108662243,0.126337524,0.146480129,0.204104317,0.264639413,0.385860028,0.562897683,0.76594664,1.212786501,1.787416395,2.306369103,2.617469213,2.813243553,2.929203958
20121226,0.022687884,0.044391625,0.062610865,0.119164733,0.135625974,0.154129819,0.207241073,0.266680965,0.386845778,0.557405074,0.75440584,1.190891172,1.764248669,2.285222356,2.598823126,2.796444076,2.913847278
20121227,0.022036665,0.049149016,0.068640879,0.124896545,0.13602108,0.150348291,0.205465347,0.262835924,0.373098724,0.538230315,0.731744252,1.168665071,1.750539789,2.275374978,2.588203125,2.784447254,2.901561453
20121228,0.002044499,-0.003768349,0.011461252,0.097576513,0.123785936,0.145600548,0.195989894,0.24801181,0.355542886,0.519532053,0.709268694,1.137180899,1.719139868,2.23821287,2.549605292,2.745177272,2.861639435
20121231,0.024212554,0.031310091,0.047864026,0.116091143,0.129613005,0.145413104,0.19465405,0.249273628,0.361180315,0.525667356,0.723079604,1.180092652,1.773901836,2.306022299,2.622975649,2.821852081,2.939376959
20130101,0.023311406,0.030698491,0.047353624,0.115450626,0.129100632,0.145033382,0.194520776,0.249273819,0.361180169,0.525667325,0.72307963,1.18009262,1.773901777,2.306022262,2.622975609,2.821852042,2.939377612
20130102,0.056777896,0.052678292,0.061992099,0.110441856,0.126357387,0.145801701,0.199036484,0.259005899,0.37753989,0.554057471,0.764861755,1.245221324,1.850821041,2.39039753,2.709222215,2.908472658,3.026752782
20130103,0.058850976,0.05944201,0.06902011,0.119529727,0.129267196,0.147509135,0.207136652,0.270817536,0.399436593,0.595069335,0.821110115,1.319799988,1.923330228,2.465018747,2.785951543,2.986161131,3.104995679
20130104,0.061285916,0.062716041,0.073061589,0.111344383,0.126944169,0.148051242,0.204181106,0.267801325,0.401113569,0.591818299,0.811502986,1.305743342,1.913995702,2.44961099,2.765384885,2.961974998,3.078708011
20130107,0.043127784,0.052705531,0.065720554,0.104471845,0.120772809,0.142809475,0.203038308,0.268310544,0.399004933,0.589890099,0.81111788,1.308709977,1.911809836,2.449244916,2.766632163,2.964026883,3.081447223
20130108,0.039273129,0.042796527,0.052645141,0.103263032,0.121790584,0.142468418,0.196374997,0.2567934,0.384881381,0.569785237,0.789473929,1.283845093,1.88316899,2.418913227,2.735789701,2.933910987,3.050617545
20130109,0.042310864,0.049573193,0.058458966,0.088232193,0.111541885,0.135114278,0.18743893,0.246559655,0.365475742,0.551088856,0.771030244,1.26599922,1.872684666,2.411205683,2.728500713,2.926529783,3.043837307
20130110,0.04632871,0.053898078,0.063906701,0.093571535,0.113395207,0.136743888,0.192129793,0.254478621,0.375826511,0.570875546,0.798902745,1.30600726,1.910633119,2.443521107,2.754226011,2.947227056,3.062146863
20130111,0.05165505,0.060824649,0.072764613,0.101210832,0.117431445,0.136996396,0.193722681,0.25523122,0.375548515,0.567777796,0.788535554,1.277968249,1.887269476,2.416233889,2.725704166,2.917925322,3.032183457
20130114,0.053117573,0.060322153,0.070392955,0.099566587,0.116312247,0.1365011,0.191536677,0.251661104,0.371075187,0.555081668,0.770486792,1.260025202,1.864613664,2.396718975,2.708378349,2.901580949,3.016849689
20130115,0.066983303,0.073082643,0.081149469,0.108645517,0.123645294,0.141746201,0.194538659,0.251825035,0.365967064,0.543249677,0.757304466,1.249117918,1.855802946,2.38971966,2.701904817,2.896455864,3.010980014
20130116,0.071037015,0.068733803,0.073832234,0.103445099,0.121957851,0.142028276,0.19319739,0.249934763,0.357719213,0.533598356,0.746634654,1.231180394,1.838426107,2.374435272,2.688280982,2.883946501,2.999741512
